Municipio_numero;UF;Municipio;MUN_IBGE
1654;MG;Grupiara;3127909
1655;MG;Guanhães;3128006
1656;MG;Guapé;3128105
1657;MG;Guaraciaba;3128204
1658;MG;Guaraciama;3128253
1659;MG;Guaranésia;3128303
1660;MG;Guarani;3128402
1661;MG;Guarará;3128501
1662;MG;Guarda-Mor;3128600
1663;MG;Guaxupé;3128709
1664;MG;Guidoval;3128808
1665;MG;Guimarânia;3128907
1666;MG;Guiricema;3129004
1667;MG;Gurinhatã;3129103
1668;MG;Heliodora;3129202
1669;MG;Iapu;3129301
1670;MG;Ibertioga;3129400
1671;MG;Ibiá;3129509
1672;MG;Ibiaí;3129608
1673;MG;Ibiracatu;3129657
1674;MG;Ibiraci;3129707
1675;MG;Ibirité;3129806
1676;MG;Ibitiúra de Minas;3129905
1677;MG;Ibituruna;3130002
1678;MG;Icaraí de Minas;3130051
1679;MG;Igarapé;3130101
1680;MG;Igaratinga;3130200
1681;MG;Iguatama;3130309
1682;MG;Ijaci;3130408
1683;MG;Ilicínea;3130507
1684;MG;Imbé de Minas;3130556
1685;MG;Inconfidentes;3130606
1686;MG;Indaiabira;3130655
1687;MG;Indianópolis;3130705
1688;MG;Ingaí;3130804
1689;MG;Inhapim;3130903
1690;MG;Inhaúma;3131000
1691;MG;Inimutaba;3131109
1692;MG;Ipaba;3131158
1693;MG;Ipanema;3131208
1694;MG;Ipatinga;3131307
1695;MG;Ipiaçu;3131406
1696;MG;Ipuiúna;3131505
1697;MG;Iraí de Minas;3131604
1698;MG;Itabira;3131703
1699;MG;Itabirinha de Mantena;3131802
1700;MG;Itabirito;3131901
1701;MG;Itacambira;3132008
1702;MG;Itacarambi;3132107
1703;MG;Itaguara;3132206
1704;MG;Itaipé;3132305
1705;MG;Itajubá;3132404
1706;MG;Itamarandiba;3132503
1707;MG;Itamarati de Minas;3132602
1708;MG;Itambacuri;3132701
1709;MG;Itambé do Mato Dentro;3132800
1710;MG;Itamogi;3132909
1711;MG;Itamonte;3133006
1712;MG;Itanhandu;3133105
1713;MG;Itanhomi;3133204
1714;MG;Itaobim;3133303
1715;MG;Itapagipe;3133402
1716;MG;Itapecerica;3133501
1717;MG;Itapeva;3133600
1718;MG;Itatiaiuçu;3133709
1719;MG;Itaú de Minas;3133758
1720;MG;Itaúna;3133808
1721;MG;Itaverava;3133907
1722;MG;Itinga;3134004
1723;MG;Itueta;3134103
1724;MG;Ituiutaba;3134202
1725;MG;Itumirim;3134301
1726;MG;Iturama;3134400
1727;MG;Itutinga;3134509
1728;MG;Jaboticatubas;3134608
1729;MG;Jacinto;3134707
1730;MG;Jacuí;3134806
1731;MG;Jacutinga;3134905
1732;MG;Jaguaraçu;3135001
1733;MG;Jaíba;3135050
1734;MG;Jampruca;3135076
1735;MG;Janaúba;3135100
1736;MG;Januária;3135209
1737;MG;Japaraíba;3135308
1738;MG;Japonvar;3135357
1739;MG;Jeceaba;3135407
1740;MG;Jenipapo de Minas;3135456
1741;MG;Jequeri;3135506
1742;MG;Jequitaí;3135605
1743;MG;Jequitibá;3135704
1744;MG;Jequitinhonha;3135803
1745;MG;Jesuânia;3135902
1746;MG;Joaíma;3136009
1747;MG;Joanésia;3136108
1748;MG;João Monlevade;3136207
1749;MG;João Pinheiro;3136306
1750;MG;Joaquim Felício;3136405
1751;MG;Jordânia;3136504
1752;MG;José Gonçalves de Minas;3136520
1753;MG;José Raydan;3136553
1754;MG;Josenópolis;3136579
1755;MG;Juatuba;3136652
1756;MG;Juiz de Fora;3136702
1757;MG;Juramento;3136801
1758;MG;Juruaia;3136900
1759;MG;Juvenília;3136959
1760;MG;Ladainha;3137007
1761;MG;Lagamar;3137106
1762;MG;Lagoa da Prata;3137205
1763;MG;Lagoa dos Patos;3137304
1764;MG;Lagoa Dourada;3137403
1765;MG;Lagoa Formosa;3137502
1766;MG;Lagoa Grande;3137536
1767;MG;Lagoa Santa;3137601
1768;MG;Lajinha;3137700
1769;MG;Lambari;3137809
1770;MG;Lamim;3137908
1771;MG;Laranjal;3138005
1772;MG;Lassance;3138104
1773;MG;Lavras;3138203
1774;MG;Leandro Ferreira;3138302
1775;MG;Leme do Prado;3138351
1776;MG;Leopoldina;3138401
1777;MG;Liberdade;3138500
1778;MG;Lima Duarte;3138609
1779;MG;Limeira do Oeste;3138625
1780;MG;Lontra;3138658
1781;MG;Luisburgo;3138674
1782;MG;Luislândia;3138682
1783;MG;Luminárias;3138708
1784;MG;Luz;3138807
1785;MG;Machacalis;3138906
1786;MG;Machado;3139003
1787;MG;Madre de Deus de Minas;3139102
1788;MG;Malacacheta;3139201
1789;MG;Mamonas;3139250
1790;MG;Manga;3139300
1791;MG;Manhuaçu;3139409
1792;MG;Manhumirim;3139508
1793;MG;Mantena;3139607
1794;MG;Mar de Espanha;3139805
1795;MG;Maravilhas;3139706
1796;MG;Maria da Fé;3139904
1797;MG;Mariana;3140001
1798;MG;Marilac;3140100
1799;MG;Mário Campos;3140159
1800;MG;Maripá de Minas;3140209
1801;MG;Marliéria;3140308
1802;MG;Marmelópolis;3140407
1803;MG;Martinho Campos;3140506
1804;MG;Martins Soares;3140530
1805;MG;Mata Verde;3140555
1806;MG;Materlândia;3140605
1807;MG;Mateus Leme;3140704
1808;MG;Mathias Lobato;3171501
1809;MG;Matias Barbosa;3140803
1810;MG;Matias Cardoso;3140852
1811;MG;Matipó;3140902
1812;MG;Mato Verde;3141009
1813;MG;Matozinhos;3141108
1814;MG;Matutina;3141207
1815;MG;Medeiros;3141306
1816;MG;Medina;3141405
1817;MG;Mendes Pimentel;3141504
1818;MG;Mercês;3141603
1819;MG;Mesquita;3141702
1820;MG;Minas Novas;3141801
1821;MG;Minduri;3141900
1822;MG;Mirabela;3142007
1823;MG;Miradouro;3142106
1824;MG;Miraí;3142205
1825;MG;Miravânia;3142254
1826;MG;Moeda;3142304
1827;MG;Moema;3142403
1828;MG;Monjolos;3142502
1829;MG;Monsenhor Paulo;3142601
1830;MG;Montalvânia;3142700
1831;MG;Monte Alegre de Minas;3142809
1832;MG;Monte Azul;3142908
1833;MG;Monte Belo;3143005
1834;MG;Monte Carmelo;3143104
1835;MG;Monte Formoso;3143153
1836;MG;Monte Santo de Minas;3143203
1837;MG;Monte Sião;3143401
1838;MG;Montes Claros;3143302
1839;MG;Montezuma;3143450
1840;MG;Morada Nova de Minas;3143500
1841;MG;Morro da Garça;3143609
1842;MG;Morro do Pilar;3143708
1843;MG;Munhoz;3143807
1844;MG;Muriaé;3143906
1845;MG;Mutum;3144003
1846;MG;Muzambinho;3144102
1847;MG;Nacip Raydan;3144201
1848;MG;Nanuque;3144300
1849;MG;Naque;3144359
1850;MG;Natalândia;3144375
1851;MG;Natércia;3144409
1852;MG;Nazareno;3144508
1853;MG;Nepomuceno;3144607
1854;MG;Ninheira;3144656
1855;MG;Nova Belém;3144672
1856;MG;Nova Era;3144706
1857;MG;Nova Lima;3144805
1858;MG;Nova Módica;3144904
1859;MG;Nova Ponte;3145000
1860;MG;Nova Porteirinha;3145059
1861;MG;Nova Resende;3145109
1862;MG;Nova Serrana;3145208
1863;MG;Nova União;3136603
1864;MG;Novo Cruzeiro;3145307
1865;MG;Novo Oriente de Minas;3145356
1866;MG;Novorizonte;3145372
1867;MG;Olaria;3145406
1868;MG;Olhos da Água;3145455
1869;MG;Olímpio Noronha;3145505
1870;MG;Oliveira;3145604
1871;MG;Oliveira Fortes;3145703
1872;MG;Onça de Pitangui;3145802
1873;MG;Oratórios;3145851
1874;MG;Orizânia;3145877
1875;MG;Ouro Branco;3145901
1876;MG;Ouro Fino;3146008
1877;MG;Ouro Preto;3146107
1878;MG;Ouro Verde de Minas;3146206
1879;MG;Padre Carvalho;3146255
1880;MG;Padre Paraíso;3146305
1881;MG;Pai Pedro;3146552
1882;MG;Paineiras;3146404
1883;MG;Pains;3146503
1884;MG;Paiva;3146602
1885;MG;Palma;3146701
1886;MG;Palmópolis;3146750
1887;MG;Papagaios;3146909
1888;MG;Pará de Minas;3147105
1889;MG;Paracatu;3147006
1890;MG;Paraguaçu;3147204
1891;MG;Paraisópolis;3147303
1892;MG;Paraopeba;3147402
1893;MG;Passa Quatro;3147600
1894;MG;Passa Tempo;3147709
1895;MG;Passa Vinte;3147808
1896;MG;Passabém;3147501
1897;MG;Passos;3147907
1898;MG;Patis;3147956
1899;MG;Patos de Minas;3148004
1900;MG;Patrocínio;3148103
1901;MG;Patrocínio do Muriaé;3148202
1902;MG;Paula Cândido;3148301
1903;MG;Paulistas;3148400
1904;MG;Pavão;3148509
1905;MG;Peçanha;3148608
1906;MG;Pedra Azul;3148707
1907;MG;Pedra Bonita;3148756
1908;MG;Pedra do Anta;3148806
1909;MG;Pedra do Indaiá;3148905
1910;MG;Pedra Dourada;3149002
1911;MG;Pedralva;3149101
1912;MG;Pedras de Maria da Cruz;3149150
1913;MG;Pedrinópolis;3149200
1914;MG;Pedro Leopoldo;3149309
1915;MG;Pedro Teixeira;3149408
1916;MG;Pequeri;3149507
1917;MG;Pequi;3149606
1918;MG;Perdigão;3149705
1919;MG;Perdizes;3149804
1920;MG;Perdões;3149903
1921;MG;Periquito;3149952
1922;MG;Pescador;3150000
1923;MG;Piau;3150109
1924;MG;Piedade de Caratinga;3150158
1925;MG;Piedade de Ponte Nova;3150208
1926;MG;Piedade do Rio Grande;3150307
1927;MG;Piedade dos Gerais;3150406
1928;MG;Pimenta;3150505
1929;MG;Pingo da Água;3150539
1930;MG;Pintópolis;3150570
1931;MG;Piracema;3150604
1932;MG;Pirajuba;3150703
1933;MG;Piranga;3150802
1934;MG;Piranguçu;3150901
1935;MG;Piranguinho;3151008
1936;MG;Pirapetinga;3151107
1937;MG;Pirapora;3151206
1938;MG;Piraúba;3151305
1939;MG;Pitangui;3151404
1940;MG;Piumhi;3151503
1941;MG;Planura;3151602
1942;MG;Poço Fundo;3151701
1943;MG;Poços de Caldas;3151800
1944;MG;Pocrane;3151909
1945;MG;Pompéu;3152006
1946;MG;Ponte Nova;3152105
1947;MG;Ponto Chique;3152131
1948;MG;Ponto dos Volantes;3152170
1949;MG;Porteirinha;3152204
1950;MG;Porto Firme;3152303
1951;MG;Poté;3152402
1952;MG;Pouso Alegre;3152501
1953;MG;Pouso Alto;3152600
1954;MG;Prados;3152709
1955;MG;Prata;3152808
1956;MG;Pratápolis;3152907
1957;MG;Pratinha;3153004
1958;MG;Presidente Bernardes;3153103
1959;MG;Presidente Juscelino;3153202
1960;MG;Presidente Kubitschek;3153301
1961;MG;Presidente Olegário;3153400
1962;MG;Prudente de Morais;3153608
1963;MG;Quartel Geral;3153707
1964;MG;Queluzito;3153806
1965;MG;Raposos;3153905
1966;MG;Raul Soares;3154002
1967;MG;Recreio;3154101
1968;MG;Reduto;3154150
1969;MG;Resende Costa;3154200
1970;MG;Resplendor;3154309
1971;MG;Ressaquinha;3154408
1972;MG;Riachinho;3154457
1973;MG;Riacho dos Machados;3154507
1974;MG;Ribeirão das Neves;3154606
1975;MG;Ribeirão Vermelho;3154705
1976;MG;Rio Acima;3154804
1977;MG;Rio Casca;3154903
1978;MG;Rio do Prado;3155108
1979;MG;Rio Doce;3155009
1980;MG;Rio Espera;3155207
1981;MG;Rio Manso;3155306
1982;MG;Rio Novo;3155405
1983;MG;Rio Paranaíba;3155504
1984;MG;Rio Pardo de Minas;3155603
1985;MG;Rio Piracicaba;3155702
1986;MG;Rio Pomba;3155801
1987;MG;Rio Preto;3155900
1988;MG;Rio Vermelho;3156007
1989;MG;Ritápolis;3156106
1990;MG;Rochedo de Minas;3156205
1991;MG;Rodeiro;3156304
1992;MG;Romaria;3156403
1993;MG;Rosário da Limeira;3156452
1994;MG;Rubelita;3156502
1995;MG;Rubim;3156601
1996;MG;Sabará;3156700
1997;MG;Sabinópolis;3156809
1998;MG;Sacramento;3156908
1999;MG;Salinas;3157005
2000;MG;Salto da Divisa;3157104
2001;MG;Santa Bárbara;3157203
2002;MG;Santa Bárbara do Leste;3157252
2003;MG;Santa Bárbara do Monte Verde;3157278
2004;MG;Santa Bárbara do Tugúrio;3157302
2005;MG;Santa Cruz de Minas;3157336
2006;MG;Santa Cruz de Salinas;3157377
2007;MG;Santa Cruz do Escalvado;3157401
2008;MG;Santa Efigênia de Minas;3157500
2009;MG;Santa Fé de Minas;3157609
2010;MG;Santa Helena de Minas;3157658
2011;MG;Santa Juliana;3157708
2012;MG;Santa Luzia;3157807
2013;MG;Santa Margarida;3157906
2014;MG;Santa Maria de Itabira;3158003
2015;MG;Santa Maria do Salto;3158102
2016;MG;Santa Maria do Suaçuí;3158201
2017;MG;Santa Rita de Caldas;3159209
2018;MG;Santa Rita de Ibitipoca;3159407
2019;MG;Santa Rita do Itueto;3159506
2020;MG;Santa Rita de Jacutinga;3159308
2021;MG;Santa Rita de Minas;3159357
2022;MG;Santa Rita do Sapucaí;3159605
2023;MG;Santa Rosa da Serra;3159704
2024;MG;Santa Vitória;3159803
2025;MG;Santana da Vargem;3158300
2026;MG;Santana de Cataguases;3158409
2027;MG;Santana de Pirapama;3158508
2028;MG;Santana do Deserto;3158607
2029;MG;Santana do Garambéu;3158706
2030;MG;Santana do Jacaré;3158805
2031;MG;Santana do Manhuaçu;3158904
2032;MG;Santana do Paraiso;3158953
2033;MG;Santana do Riacho;3159001
2034;MG;Santana dos Montes;3159100
2035;MG;Santo Antônio do Amparo;3159902
2036;MG;Santo Antônio do Aventureiro;3160009
2037;MG;Santo Antônio do Grama;3160108
2038;MG;Santo Antônio do Itambé;3160207
2039;MG;Santo Antônio do Jacinto;3160306
2040;MG;Santo Antônio do Monte;3160405
2041;MG;Santo Antônio do Retiro;3160454
2042;MG;Santo Antônio do Rio Abaixo;3160504
2043;MG;Santo Hipólito;3160603
2044;MG;Santos Dumont;3160702
2045;MG;São Bento Abade;3160801
2046;MG;São Brás do Suaçuí;3160900
2047;MG;São Domingos das Dores;3160959
2048;MG;São Domingos do Prata;3161007
2049;MG;São Félix de Minas;3161056
2050;MG;São Francisco;3161106
2051;MG;São Francisco de Paula;3161205
2052;MG;São Francisco de Sales;3161304
2053;MG;São Francisco do Glória;3161403
2054;MG;São Geraldo;3161502
2055;MG;São Geraldo da Piedade;3161601
2056;MG;São Geraldo do Baixio;3161650
2057;MG;São Gonçalo do Abaeté;3161700
2058;MG;São Gonçalo do Pará;3161809
2059;MG;São Gonçalo do Rio Abaixo;3161908
2060;MG;São Gonçalo do Rio Preto;3125507
2061;MG;São Gonçalo do Sapucaí;3162005
2062;MG;São Gotardo;3162104
2063;MG;São João Batista do Glória;3162203
2064;MG;São João da Lagoa;3162252
2065;MG;São João da Mata;3162302
2066;MG;São João da Ponte;3162401
2067;MG;São João das Missões;3162450
2068;MG;São João del Rei;3162500
2069;MG;São João do Manhuaçu;3162559
2070;MG;São João do Manteninha;3162575
2071;MG;São João do Oriente;3162609
2072;MG;São João do Pacuí;3162658
2073;MG;São João do Paraíso;3162708
2074;MG;São João Evangelista;3162807
2075;MG;São João Nepomuceno;3162906
2076;MG;São Joaquim de Bicas;3162922
2077;MG;São José da Barra;3162948
2078;MG;São José da Lapa;3162955
2079;MG;São José da Safira;3163003
2080;MG;São José da Varginha;3163102
2081;MG;São José do Alegre;3163201
2082;MG;São José do Divino;3163300
2083;MG;São José do Goiabal;3163409
2084;MG;São José do Jacuri;3163508
2085;MG;São José do Mantimento;3163607
2086;MG;São Lourenço;3163706
2087;MG;São Miguel do Anta;3163805
2088;MG;São Pedro da União;3163904
2089;MG;São Pedro do Suaçuí;3164100
2090;MG;São Pedro dos Ferros;3164001
2091;MG;São Romão;3164209
2092;MG;São Roque de Minas;3164308
2093;MG;São Sebastião da Bela Vista;3164407
2094;MG;São Sebastião da Vargem Alegre;3164431
2095;MG;São Sebastião do Anta;3164472
2096;MG;São Sebastião do Maranhão;3164506
2097;MG;São Sebastião do Oeste;3164605
2098;MG;São Sebastião do Paraíso;3164704
2099;MG;São Sebastião do Rio Preto;3164803
2100;MG;São Sebastião do Rio Verde;3164902
2101;MG;São Tiago;3165008
2102;MG;São Tomás de Aquino;3165107
2103;MG;São Tomé das Letras;3165206
2104;MG;São Vicente de Minas;3165305
2105;MG;Sapucaí-Mirim;3165404
2106;MG;Sardoá;3165503
2107;MG;Sarzedo;3165537
2108;MG;Sem-Peixe;3165560
2109;MG;Senador Amaral;3165578
2110;MG;Senador Cortes;3165602
2111;MG;Senador Firmino;3165701
2112;MG;Senador José Bento;3165800
2113;MG;Senador Modestino Gonçalves;3165909
2114;MG;Senhora de Oliveira;3166006
2115;MG;Senhora do Porto;3166105
2116;MG;Senhora dos Remédios;3166204
2117;MG;Sericita;3166303
2118;MG;Seritinga;3166402
2119;MG;Serra Azul de Minas;3166501
2120;MG;Serra da Saudade;3166600
2121;MG;Serra do Salitre;3166808
2122;MG;Serra dos Aimorés;3166709
2123;MG;Serrania;3166907
2124;MG;Serranópolis de Minas;3166956
2125;MG;Serranos;3167004
2126;MG;Serro;3167103
2127;MG;Sete Lagoas;3167202
2128;MG;Setubinha;3165552
2129;MG;Silveirânia;3167301
2130;MG;Silvianópolis;3167400
2131;MG;Simão Pereira;3167509
2132;MG;Simonésia;3167608
2133;MG;Sobrália;3167707
2134;MG;Soledade de Minas;3167806
2135;MG;Tabuleiro;3167905
2136;MG;Taiobeiras;3168002
2137;MG;Taparuba;3168051
2138;MG;Tapira;3168101
2139;MG;Tapiraí;3168200
2140;MG;Taquaraçu de Minas;3168309
2141;MG;Tarumirim;3168408
2142;MG;Teixeiras;3168507
2143;MG;Teófilo Otoni;3168606
2144;MG;Timóteo;3168705
2145;MG;Tiradentes;3168804
2146;MG;Tiros;3168903
2147;MG;Tocantins;3169000
2148;MG;Tocos do Moji;3169059
2149;MG;Toledo;3169109
2150;MG;Tombos;3169208
2151;MG;Três Corações;3169307
2152;MG;Três Marias;3169356
2153;MG;Três Pontas;3169406
2154;MG;Tumiritinga;3169505
2155;MG;Tupaciguara;3169604
2156;MG;Turmalina;3169703
2157;MG;Turvolândia;3169802
2158;MG;Ubá;3169901
2159;MG;Ubaí;3170008
2160;MG;Ubaporanga;3170057
2161;MG;Uberaba;3170107
2162;MG;Uberlândia;3170206
2163;MG;Umburatiba;3170305
2164;MG;Unaí;3170404
2165;MG;União de Minas;3170438
2166;MG;Uruana de Minas;3170479
2167;MG;Urucânia;3170503
2168;MG;Urucuia;3170529
2169;MG;Vargem Alegre;3170578
2170;MG;Vargem Bonita;3170602
2171;MG;Vargem Grande do Rio Pardo;3170651
2172;MG;Varginha;3170701
2173;MG;Varjão de Minas;3170750
2174;MG;Várzea da Palma;3170800
2175;MG;Varzelândia;3170909
2176;MG;Vazante;3171006
2177;MG;Verdelândia;3171030
2178;MG;Veredinha;3171071
2179;MG;Veríssimo;3171105
2180;MG;Vermelho Novo;3171154
2181;MG;Vespasiano;3171204
2182;MG;Viçosa;3171303
2183;MG;Vieiras;3171402
2184;MG;Virgem da Lapa;3171600
2185;MG;Virgínia;3171709
2186;MG;Virginópolis;3171808
2187;MG;Virgolândia;3171907
2188;MG;Visconde do Rio Branco;3172004
2189;MG;Volta Grande;3172103
2190;MG;Wenceslau Braz;3172202
2191;MS;Água Clara;5000203
2192;MS;Alcinópolis;5000252
2193;MS;Amambaí;5000609
2194;MS;Anastácio;5000708
2195;MS;Anaurilândia;5000807
2196;MS;Angélica;5000856
2197;MS;Antônio João;5000906
2198;MS;Aparecida do Taboado;5001003
2199;MS;Aquidauana;5001102
2200;MS;Aral Moreira;5001243
2201;MS;Bandeirantes;5001508
2202;MS;Bataguassu;5001904
2203;MS;Batayporã;5002001
2204;MS;Bela Vista;5002100
2205;MS;Bodoquena;5002159
2206;MS;Bonito;5002209
2207;MS;Brasilândia;5002308
2208;MS;Caarapó;5002407
2209;MS;Camapuã;5002605
2210;MS;Campo Grande;5002704
2211;MS;Caracol;5002803
2212;MS;Cassilândia;5002902
2213;MS;Chapadão do Sul;5002951
2214;MS;Corguinho;5003108
2215;MS;Coronel Sapucaia;5003157
2216;MS;Corumbá;5003207
2217;MS;Costa Rica;5003256
2218;MS;Coxim;5003306
2219;MS;Deodápolis;5003454
2220;MS;Dois Irmãos do Buriti;5003488
2221;MS;Douradina;5003504
2222;MS;Dourados;5003702
2223;MS;Eldorado;5003751
2224;MS;Fátima do Sul;5003801
2225;MS;Glória de Dourados;5004007
2226;MS;Guia Lopes da Laguna;5004106
2227;MS;Iguatemi;5004304
2228;MS;Inocência;5004403
2229;MS;Itaporã;5004502
2230;MS;Itaquiraí;5004601
2231;MS;Ivinhema;5004700
2232;MS;Japorã;5004809
2233;MS;Jaraguari;5004908
2234;MS;Jardim;5005004
2235;MS;Jateí;5005103
2236;MS;Juti;5005152
2237;MS;Ladário;5005202
2238;MS;Laguna Carapã;5005251
2239;MS;Maracaju;5005400
2240;MS;Miranda;5005608
2241;MS;Mundo Novo;5005681
2242;MS;Naviraí;5005707
2243;MS;Nioaque;5005806
2244;MS;Nova Alvorada do Sul;5006002
2245;MS;Nova Andradina;5006200
2246;MS;Novo Horizonte do Sul;5006259
2247;MS;Paranaíba;5006309
2248;MS;Paranhos;5006358
2249;MS;Pedro Gomes;5006408
2250;MS;Ponta Porã;5006606
2251;MS;Porto Murtinho;5006903
2252;MS;Ribas do Rio Pardo;5007109
2253;MS;Rio Brilhante;5007208
2254;MS;Rio Negro;5007307
2255;MS;Rio Verde de Mato Grosso;5007406
2256;MS;Rochedo;5007505
2257;MS;Santa Rita do Pardo;5007554
2258;MS;São Gabriel do Oeste;5007695
2259;MS;Selvíria;5007802
2260;MS;Sete Quedas;5007703
2261;MS;Sidrolândia;5007901
2262;MS;Sonora;5007935
2263;MS;Tacuru;5007950
2264;MS;Taquarussu;5007976
2265;MS;Terenos;5008008
2266;MS;Três Lagoas;5008305
2267;MS;Vicentina;5008404
2268;MT;Acorizal;5100102
2269;MT;Água Boa;5100201
2270;MT;Alta Floresta;5100250
2271;MT;Alto Araguaia;5100300
2272;MT;Alto Boa Vista;5100359
2273;MT;Alto Garças;5100409
2274;MT;Alto Paraguai;5100508
2275;MT;Alto Taquari;5100607
2276;MT;Apiacás;5100805
2277;MT;Araguaiana;5101001
2278;MT;Araguainha;5101209
2279;MT;Araputanga;5101258
2280;MT;Arenápolis;5101308
2281;MT;Aripuanã;5101407
2282;MT;Barão de Melgaço;5101605
2283;MT;Barra do Bugres;5101704
2284;MT;Barra do Garças;5101803
2285;MT;Bom Jesus do Araguaia;5101852
2286;MT;Brasnorte;5101902
2287;MT;Cáceres;5102504
2288;MT;Campinápolis;5102603
2289;MT;Campo Novo do Parecis;5102637
2290;MT;Campo Verde;5102678
2291;MT;Campos de Júlio;5102686
2292;MT;Canabrava do Norte;5102694
2293;MT;Canarana;5102702
2294;MT;Carlinda;5102793
2295;MT;Castanheira;5102850
2296;MT;Chapada dos Guimarães;5103007
2297;MT;Cláudia;5103056
2298;MT;Cocalinho;5103106
2299;MT;Colíder;5103205
2300;MT;Colniza;5103254
2301;MT;Comodoro;5103304
2302;MT;Confresa;5103353
2303;MT;Conquista D´Oeste;5103361
2304;MT;Cotriguaçu;5103379
2305;MT;Cuiabá;5103403
2306;MT;Curvelandia;5103437
2307;MT;Denise;5103452
2308;MT;Diamantino;5103502
2309;MT;Dom Aquino;5103601
2310;MT;Feliz Natal;5103700
2311;MT;Figueirópolis do Oeste;5103809
2312;MT;Gaúcha do Norte;5103858
2313;MT;General Carneiro;5103908
2314;MT;Glória do Oeste;5103957
2315;MT;Guarantã do Norte;5104104
2316;MT;Guiratinga;5104203
2317;MT;Indiavaí;5104500
2318;MT;Itaúba;5104559
2319;MT;Itiquira;5104609
2320;MT;Jaciara;5104807
2321;MT;Jangada;5104906
2322;MT;Jaurú;5105002
2323;MT;Juara;5105101
2324;MT;Juína;5105150
2325;MT;Juruena;5105176
2326;MT;Juscimeira;5105200
2327;MT;Lambari do Oeste;5105234
2328;MT;Lucas do Rio Verde;5105259
2329;MT;Luciara;5105309
2330;MT;Marcelândia;5105580
2331;MT;Matupá;5105606
2332;MT;Mirassol do Oeste;5105622
2333;MT;Nobres;5105903
2334;MT;Nortelândia;5106000
2335;MT;Nossa Senhora do Livramento;5106109
2336;MT;Nova Bandeirante;5106158
2337;MT;Nova Brasilândia;5106208
2338;MT;Nova Canaã do Norte;5106216
2339;MT;Nova Guarita;5108808
2340;MT;Nova Lacerda;5106182
2341;MT;Nova Marilândia;5108857
2342;MT;Nova Maringá;5108907
2343;MT;Nova Monte Verde;5108956
2344;MT;Nova Mutum;5106224
2345;MT;Nova Nazaré;5106174
2346;MT;Nova Olímpia;5106232
2347;MT;Nova Santa Helena;5106190
2348;MT;Nova Ubiratã;5106240
2349;MT;Nova Xavantina;5106257
2350;MT;Novo Horizonte do Norte;5106273
2351;MT;Novo Mundo;5106265
2352;MT;Novo Santo Antonio;5106315
2353;MT;Novo São Joaquim;5106281
2354;MT;Paranaíta;5106299
2355;MT;Paranatinga;5106307
2356;MT;Pedra Preta;5106372
2357;MT;Peixoto de Azevedo;5106422
2358;MT;Planalto da Serra;5106455
2359;MT;Poconé;5106505
2360;MT;Pontal do Araguaia;5106653
2361;MT;Ponte Branca;5106703
2362;MT;Pontes e Lacerda;5106752
2363;MT;Porto Alegre do Norte;5106778
2364;MT;Porto dos Gaúchos;5106802
2365;MT;Porto Esperidião;5106828
2366;MT;Porto Estrela;5106851
2367;MT;Poxoréu;5107008
2368;MT;Primavera do Leste;5107040
2369;MT;Querência;5107065
2370;MT;Reserva do Cabaçal;5107156
2371;MT;Ribeirão Cascalheira;5107180
2372;MT;Ribeirãozinho;5107198
2373;MT;Rio Branco;5107206
2374;MT;Rondolândia;5107578
2375;MT;Rondonópolis;5107602
2376;MT;Rosário Oeste;5107701
2377;MT;Salto do Céu;5107750
2378;MT;Santa Carmem;5107248
2379;MT;Santa Cruz do Xingu;5107743
2380;MT;Santa Rita do Trivelato;5107768
2381;MT;Santa Terezinha;5107776
2382;MT;Santo Afonso;5107263
2383;MT;Santo Antônio de Leverger;5107792
2384;MT;Santo Antonio do Leste;5107800
2385;MT;São Félix do Araguaia;5107859
2386;MT;São José do Povo;5107297
2387;MT;São José do Rio Claro;5107305
2388;MT;São José do Xingú;5107354
2389;MT;São José dos Quatro Marcos;5107107
2390;MT;São Pedro da Cipa;5107404
2391;MT;Sapezal;5107875
2392;MT;Serra Nova Dourada;5107883
2393;MT;Sinop;5107909
2394;MT;Sorriso;5107925
2395;MT;Tabaporã;5107941
2396;MT;Tangará da Serra;5107958
2397;MT;Tapurah;5108006
2398;MT;Terra Nova do Norte;5108055
2399;MT;Tesouro;5108105
2400;MT;Torixoréu;5108204
2401;MT;União do Sul;5108303
2402;MT;Vale de São Domingos;5108352
2403;MT;Várzea Grande;5108402
2404;MT;Vera;5108501
2405;MT;Vila Bela da Santíssima Trinda;5105507
2406;MT;Vila Rica;5108600
2407;PA;Abaetetuba;1500107
2408;PA;Abel Figueiredo;1500131
2409;PA;Acará;1500206
2410;PA;Afua;1500305
2411;PA;Água Azul do Norte;1500347
2412;PA;Alenquer;1500404
2413;PA;Almerim;1500503
2414;PA;Altamira;1500602
2415;PA;Anajás;1500701
2416;PA;Ananindeua;1500800
2417;PA;Anapu;1500859
2418;PA;Augusto Correia;1500909
2419;PA;Aurora do Pará;1500958
2420;PA;Aveiro;1501006
2421;PA;Bagre;1501105
2422;PA;Baião;1501204
2423;PA;Bannach;1501253
2424;PA;Barcarena;1501303
2425;PA;Belém;1501402
2426;PA;Belterra;1501451
2427;PA;Benevides;1501501
2428;PA;Bom Jesus do Tocantins;1501576
2429;PA;Bonito;1501600
2430;PA;Bragança;1501709
2431;PA;Brasil Novo;1501725
2432;PA;Brejo Grande do Araguaia;1501758
