Serie;Pedido_numero;Produto_numero;Qtde;Preco_venda;Preco_total;Peso_liquido;Peso_Liquido_total;Peso_bruto;Peso_bruto_total;Valor_frete
0;4440;6;4;150.00;600.00;0;0;1;4;12.00
0;4441;171;8800;1.27;11200.64;0.01836;161.568;0.01836;161.568;224.01
0;4441;37;495;7.21;3570.63;0.29679;146.91105;0.29679;146.91105;71.41
0;4441;39;495;10.25;5075.93;0.27679;137.01105;0.27679;137.01105;101.52
0;4441;41;1980;7.24;14327.48;0.29679;587.6442;0.29679;587.6442;286.55
0;4441;42;1980;10.27;20342.32;0.27579;546.0642;0.27579;546.0642;406.85
0;4442;5;40;30.00;1200.00;2;80;2;80;24.00
0;4442;1376;8;200.00;1600.00;1;8;1;8;32.00
0;4442;394;2;50.00;100.00;1;2;1;2;2.00
0;4443;1376;2;200.00;400.00;1;2;1;2;8.00
0;4444;1040;630;63.93;40275.08;0.00107;0.6741;1.10107;693.6741;805.50
0;4445;184;450;1.13;508.50;0.007;3.15;0.013;5.85;10.17
0;4445;185;450;1.13;508.50;0.007;3.15;0.0136;6.12;10.17
0;4445;189;300;4.47;1341.00;0.068;20.4;1.068;320.4;26.82
0;4445;190;300;4.47;1341.00;0.102;30.6;1.102;330.6;26.82
0;4445;499;180;29.70;5346.74;0.771;138.78;0.771;138.78;106.93
0;4446;349;26;46.00;1196.00;1;26;1;26;23.92
0;4446;717;15;2400.00;36000.00;1;15;2;30;720.00
0;4447;162;360;1.21;436.68;0.036;12.96;0.536;192.96;8.73
0;4447;163;360;1.21;436.68;0.036;12.96;0.536;192.96;8.73
0;4448;170;8800;1.27;11200.64;0.01836;161.568;0.01836;161.568;224.01
0;4448;37;990;7.21;7141.27;0.29679;293.8221;0.29679;293.8221;142.83
0;4448;39;990;10.25;10151.86;0.27679;274.0221;0.27679;274.0221;203.04
0;4449;5;4;30.00;120.00;2;8;2;8;2.40
0;4449;394;1;50.00;50.00;1;1;1;1;1.00
0;4450;5;40;30.00;1200.00;2;80;2;80;24.00
0;4450;1376;4;200.00;800.00;1;4;1;4;16.00
0;4450;394;2;50.00;100.00;1;2;1;2;2.00
0;4451;212;1170;36.00;42120.00;0.468;547.56;0.46792;547.4664;842.40
0;4452;1040;180;63.93;11507.17;0.00107;0.1926;1.10107;198.1926;230.14
0;4453;774;90;24.80;2232.00;2;180;2;180;44.64
0;4454;1191;336;30.18;10140.48;0.96;322.56;0.96;322.56;202.81
0;4455;181;6000;1.91;11465.40;0.035;210;0.0426;255.6;229.31
0;4455;621;2400;1.28;3066.96;0.0087;20.88;0.0103;24.72;61.34
0;4458;5;9;35.00;315.00;2;18;2;18;6.30
0;4459;176;1000;0.94;936.00;0.014;14;0.016;16;18.72
0;4460;37;495;7.21;3570.63;0.29679;146.91105;0.29679;146.91105;71.41
0;4460;39;495;10.25;5075.93;0.27679;137.01105;0.27679;137.01105;101.52
0;4461;5;2;35.00;70.00;2;4;2;4;1.40
0;4462;1376;2;200.00;400.00;1;2;1;2;8.00
0;4463;181;600;1.91;1146.54;0.035;21;0.0426;25.56;22.93
0;4463;621;2400;1.28;3066.96;0.0087;20.88;0.0103;24.72;61.34
0;4464;170;4400;1.27;5600.32;0.01836;80.784;0.01836;80.784;112.01
0;4464;37;1485;7.21;10711.90;0.29679;440.73315;0.29679;440.73315;214.24
0;4464;39;1485;10.25;15227.78;0.27679;411.03315;0.27679;411.03315;304.56
0;4465;5;20;30.00;600.00;2;40;2;40;12.00
0;4465;1376;6;200.00;1200.00;1;6;1;6;24.00
0;4465;394;1;50.00;50.00;1;1;1;1;1.00
0;4466;37;495;7.21;3570.63;0.29679;146.91105;0.29679;146.91105;71.41
0;4466;39;495;10.25;5075.93;0.27679;137.01105;0.27679;137.01105;101.52
0;4467;176;1000;0.94;936.00;0.014;14;0.016;16;18.72
0;4468;254;720;14.15;10188.00;6.358;4577.76;6.358;4577.76;203.76
0;4468;247;2080;14.14;29411.20;0.308;640.64;0.308;640.64;588.22
0;4468;248;1750;3.55;6212.50;0.065;113.75;0.065;113.75;124.25
0;4468;246;1960;7.38;14464.80;0.144;282.24;0.144;282.24;289.30
0;4468;250;2000;0.17;340.00;0.00288;5.76;0.00338;6.76;6.80
0;4468;252;2000;0.17;340.00;0.00188;3.76;0.00238;4.76;6.80
0;4468;249;2350;2.29;5381.50;0.003;7.05;0.003;7.05;107.63
0;4469;1376;6;200.00;1200.00;1;6;1;6;24.00
0;4470;5;2;35.00;70.00;2;4;2;4;1.40
0;4471;1376;2;200.00;400.00;1;2;1;2;8.00
0;4474;212;1950;36.00;70200.00;0.468;912.6;0.46792;912.444;1404.00
0;4474;873;320;11.27;3605.06;1.06507;340.8224;1.09007;348.8224;72.10
0;4475;415;2584;5.50;14212.00;1;2584;1;2584;284.24
0;4476;774;158;24.80;3918.40;2;316;2;316;78.37
0;4477;184;150;1.13;169.50;0.007;1.05;0.013;1.95;3.39
0;4477;185;150;1.13;169.50;0.007;1.05;0.0136;2.04;3.39
0;4477;189;600;4.47;2682.00;0.068;40.8;1.068;640.8;53.64
0;4477;190;600;4.47;2682.00;0.102;61.2;1.102;661.2;53.64
0;4477;499;864;29.70;25664.34;0.771;666.144;0.771;666.144;513.29
0;4478;187;500;5.53;2762.90;0.0795;39.75;1.0795;539.75;55.26
0;4478;188;500;5.53;2762.90;0.0795;39.75;0.0795;39.75;55.26
0;4478;1175;300;19.92;5975.25;0.203;60.9;0.203;60.9;119.51
0;4479;176;2500;0.94;2340.00;0.014;35;0.016;40;46.80
0;4480;37;990;7.21;7141.27;0.29679;293.8221;0.29679;293.8221;142.83
0;4480;39;990;10.25;10151.86;0.27679;274.0221;0.27679;274.0221;203.04
0;4480;41;990;7.24;7163.74;0.29679;293.8221;0.29679;293.8221;143.27
0;4480;42;990;10.27;10171.16;0.27579;273.0321;0.27579;273.0321;203.42
0;4481;1376;8;200.00;1600.00;1;8;1;8;32.00
0;4482;5;5;35.00;175.00;2;10;2;10;3.50
0;4482;394;1;35.00;35.00;1;1;1;1;0.70
0;4484;6;2;150.00;300.00;0;0;1;2;6.00
0;4487;6;2;150.00;300.00;0;0;1;2;6.00
0;4488;212;780;36.00;28080.00;0.468;365.04;0.46792;364.9776;561.60
0;4488;873;480;11.27;5407.58;1.06507;511.2336;1.09007;523.2336;108.15
0;4489;1252;200;9.80;1960.00;1.068;213.6;1.068;213.6;39.20
0;4490;774;72;24.80;1785.60;2;144;2;144;35.71
0;4491;589;320;7.20;2304.00;1;320;1;320;46.08
0;4492;41;2970;7.24;21491.22;0.29679;881.4663;0.29679;881.4663;429.82
0;4492;42;2970;10.27;30513.48;0.27579;819.0963;0.27579;819.0963;610.27
0;4492;76;5100;3.86;19680.39;1.02626;5233.926;1.02626;5233.926;393.61
0;4492;115;5100;3.86;19680.39;1.02626;5233.926;1.02626;5233.926;393.61
0;4493;176;1500;0.94;1404.00;0.014;21;0.016;24;28.08
0;4494;499;720;29.70;21386.95;0.771;555.12;0.771;555.12;427.74
0;4495;665;38500;0.39;15172.85;0.00174;66.99;0.00174;66.99;303.46
0;4495;663;248584;0.21;51158.59;0;0;0;0;1023.17
0;4496;5;40;30.00;1200.00;2;80;2;80;24.00
0;4496;1376;12;200.00;2400.00;1;12;1;12;48.00
0;4496;394;2;50.00;100.00;1;2;1;2;2.00
0;4497;5;3;35.00;105.00;2;6;2;6;2.10
0;4497;394;1;35.00;35.00;1;1;1;1;0.70
0;4500;181;840;1.91;1605.16;0.035;29.4;0.0426;35.784;32.10
0;4500;621;1800;1.28;2300.22;0.0087;15.66;0.0103;18.54;46.00
0;4500;463;1000;0.69;691.10;0.007;7;0.009;9;13.82
0;4501;254;1260;14.15;17829.00;6.358;8011.08;6.358;8011.08;356.58
0;4502;5;12;35.00;420.00;2;24;2;24;8.40
0;4504;37;990;7.21;7141.27;0.29679;293.8221;0.29679;293.8221;142.83
0;4504;39;990;10.25;10151.86;0.27679;274.0221;0.27679;274.0221;203.04
0;4505;37;495;7.21;3570.63;0.29679;146.91105;0.29679;146.91105;71.41
0;4505;39;495;10.25;5075.93;0.27679;137.01105;0.27679;137.01105;101.52
0;4506;1376;4;200.00;800.00;1;4;1;4;16.00
0;4507;1376;2;200.00;400.00;1;2;1;2;8.00
0;4508;1377;700;10.02;7011.97;0.06;42;0.06;42;140.24
0;4510;5;10;150.00;1500.00;2;20;2;20;30.00
0;4511;1002;420;47.16;19806.11;0.00038;0.1596;1.71698;721.1316;396.12
0;4512;37;495;7.21;3570.63;0.29679;146.91105;0.29679;146.91105;71.41
0;4512;39;495;10.25;5075.93;0.27679;137.01105;0.27679;137.01105;101.52
0;4512;71;5100;3.86;19680.39;1.02626;5233.926;1.02626;5233.926;393.61
0;4512;75;5100;3.86;19680.39;1.02626;5233.926;1.02626;5233.926;393.61
0;4513;5;40;30.00;1200.00;2;80;2;80;24.00
0;4513;1376;2;200.00;400.00;1;2;1;2;8.00
0;4513;394;2;50.00;100.00;1;2;1;2;2.00
0;4514;1011;168;46.33;7783.56;0.00056;0.09408;1.71716;288.48288;155.67
0;4514;1021;288;82.87;23866.93;0.00042;0.12096;1.09202;314.50176;477.34
0;4515;212;2340;36.00;84240.00;0.468;1095.12;0.46792;1094.9328;1684.80
0;4516;774;180;24.80;4464.00;2;360;2;360;89.28
0;4519;212;780;36.00;28080.00;0.468;365.04;0.46792;364.9776;561.60
0;4519;873;400;11.27;4506.32;1.06507;426.028;1.09007;436.028;90.13
0;4519;874;300;8.24;2472.51;1.04179;312.537;1.05839;317.517;49.45
0;4520;1377;2310;10.02;23139.50;0.06;138.6;0.06;138.6;462.79
0;4521;774;75;24.80;1860.00;2;150;2;150;37.20
0;4522;5;33;150.00;4950.00;2;66;2;66;99.00
0;4523;184;150;1.13;169.50;0.007;1.05;0.013;1.95;3.39
0;4523;185;150;1.13;169.50;0.007;1.05;0.0136;2.04;3.39
0;4523;189;180;4.47;804.60;0.068;12.24;1.068;192.24;16.09
0;4523;190;180;4.47;804.60;0.102;18.36;1.102;198.36;16.09
0;4523;499;900;29.70;26733.69;0.771;693.9;0.771;693.9;534.67
0;4525;71;5100;3.86;19680.39;1.02626;5233.926;1.02626;5233.926;393.61
0;4525;75;5100;3.86;19680.39;1.02626;5233.926;1.02626;5233.926;393.61
0;4526;415;2236;5.50;12298.00;1;2236;1;2236;245.96
0;4527;5;40;30.00;1200.00;2;80;2;80;24.00
0;4527;394;2;50.00;100.00;1;2;1;2;2.00
0;4528;176;3000;0.94;2808.00;0.014;42;0.016;48;56.16
0;4529;5;6;35.00;210.00;2;12;2;12;4.20
0;4529;394;1;35.00;35.00;1;1;1;1;0.70
0;4530;170;4400;1.27;5600.32;0.01836;80.784;0.01836;80.784;112.01
0;4530;171;4400;1.27;5600.32;0.01836;80.784;0.01836;80.784;112.01
0;4530;37;990;7.21;7141.27;0.29679;293.8221;0.29679;293.8221;142.83
0;4530;39;990;10.25;10151.86;0.27679;274.0221;0.27679;274.0221;203.04
0;4531;5;40;30.00;1200.00;2;80;2;80;24.00
0;4531;1376;4;200.00;800.00;1;4;1;4;16.00
0;4531;394;2;50.00;100.00;1;2;1;2;2.00
0;4532;41;990;7.24;7163.74;0.29679;293.8221;0.29679;293.8221;143.27
0;4532;42;990;10.27;10171.16;0.27579;273.0321;0.27579;273.0321;203.42
0;4532;37;495;7.21;3570.63;0.29679;146.91105;0.29679;146.91105;71.41
0;4532;39;495;10.25;5075.93;0.27679;137.01105;0.27679;137.01105;101.52
0;4533;1376;6;200.00;1200.00;1;6;1;6;24.00
0;4534;1011;280;46.33;12972.60;0.00056;0.1568;1.71716;480.8048;259.45
0;4535;873;1320;11.27;14870.86;1.06507;1405.8924;1.09007;1438.8924;297.42
0;4535;874;1140;8.24;9395.54;1.04179;1187.6406;1.05839;1206.5646;187.91
0;4536;774;52;24.80;1289.60;2;104;2;104;25.79
0;4537;1011;112;46.33;5189.04;0.00056;0.06272;1.71716;192.32192;103.78
0;4537;1021;672;82.87;55689.51;0.00042;0.28224;1.09202;733.83744;1113.79
0;4539;177;2040;1.82;3712.80;0.015;30.6;0.0169;34.476;74.26
0;4540;198;3306;3.58;11835.48;0.052;171.912;0.052;171.912;236.71
0;4540;196;1420;12.96;18403.20;0.378;536.76;0.378;536.76;368.06
0;4540;202;576;4.08;2350.08;0.099;57.024;0.099;57.024;47.00
0;4540;207;3610;1.23;4440.30;0.0132;47.652;0.0132;47.652;88.81
0;4540;199;3306;3.58;11835.48;0.052;171.912;0.052;171.912;236.71
0;4540;197;1420;12.96;18403.20;0.378;536.76;0.378;536.76;368.06
0;4540;201;576;4.08;2350.08;0.099;57.024;0.099;57.024;47.00
0;4544;1302;30;18.12;543.50;0.125;3.75;1.125;33.75;10.87
0;4545;5;1;150.00;150.00;2;2;2;2;3.00
0;4547;155;5;171.22;856.10;1;5;2;10;17.12
0;4547;156;20;1200.00;24000.00;1;20;2;40;480.00
0;4547;159;5;267.85;1339.25;1;5;2;10;26.79
0;4547;160;36;87.39;3146.04;1;36;2;72;62.92
0;4547;148;38;304.89;11585.82;1;38;2;76;231.72
0;4548;1302;80;17.79;1423.23;0.125;10;1.125;90;28.46
0;4549;1276;50;0.40;20.00;0.008;0.4;0.008;0.4;0.40
0;4550;5;2;35.00;70.00;2;4;2;4;1.40
0;4552;184;150;1.13;169.50;0.007;1.05;0.013;1.95;3.39
0;4552;185;150;1.13;169.50;0.007;1.05;0.0136;2.04;3.39
0;4552;499;180;29.70;5346.74;0.771;138.78;0.771;138.78;106.93
0;4555;170;4400;1.27;5600.32;0.01836;80.784;0.01836;80.784;112.01
0;4555;171;4400;1.27;5600.32;0.01836;80.784;0.01836;80.784;112.01
0;4555;123;2400;4.42;10598.40;0.02258;54.192;0.02258;54.192;211.97
0;4555;471;1100;3.08;3391.52;0.029;31.9;0.033;36.3;67.83
0;4555;474;1100;3.08;3391.52;0.029;31.9;0.033;36.3;67.83
0;4556;5;60;30.00;1800.00;2;120;2;120;36.00
0;4556;394;5;50.00;250.00;1;5;1;5;5.00
0;4557;1191;288;30.18;8691.84;0.96;276.48;0.96;276.48;173.84
0;4558;37;1980;7.21;14282.53;0.29679;587.6442;0.29679;587.6442;285.65
0;4558;39;1980;10.25;20303.71;0.27679;548.0442;0.27679;548.0442;406.07
0;4559;1376;8;200.00;1600.00;1;8;1;8;32.00
0;4560;180;5000;0.36;1778.50;0.00463;23.15;0.00503;25.15;35.57
0;4560;181;600;1.91;1146.54;0.035;21;0.0426;25.56;22.93
0;4560;621;1800;1.28;2300.22;0.0087;15.66;0.0103;18.54;46.00
0;4561;5;10;35.00;350.00;2;20;2;20;7.00
0;4563;1191;192;30.18;5794.56;0.96;184.32;0.96;184.32;115.89
0;4564;1374;4;3500.00;14000.00;1;4;1;4;280.00
0;4566;247;1600;14.14;22624.00;0.308;492.8;0.308;492.8;452.48
0;4566;248;1750;3.55;6212.50;0.065;113.75;0.065;113.75;124.25
0;4566;246;1666;7.38;12295.08;0.144;239.904;0.144;239.904;245.90
0;4566;249;1410;2.29;3228.90;0.003;4.23;0.003;4.23;64.58
0;4568;5;2;30.00;60.00;2;4;2;4;1.20
0;4569;1191;492;30.18;14848.56;0.96;472.32;0.96;472.32;296.97
0;4571;1348;3;1.50;4.50;0.016;0.048;2.016;6.048;0.09
0;4572;37;990;7.21;7141.27;0.29679;293.8221;0.29679;293.8221;142.83
0;4572;39;990;10.25;10151.86;0.27679;274.0221;0.27679;274.0221;203.04
0;4572;41;990;7.24;7163.74;0.29679;293.8221;0.29679;293.8221;143.27
0;4572;42;990;10.27;10171.16;0.27579;273.0321;0.27579;273.0321;203.42
0;4574;189;600;4.47;2682.00;0.068;40.8;1.068;640.8;53.64
0;4574;190;600;4.47;2682.00;0.102;61.2;1.102;661.2;53.64
0;4574;499;720;29.70;21386.95;0.771;555.12;0.771;555.12;427.74
0;4576;34;1058;14.54;15383.43;1;1058;1;1058;307.67
0;4577;1178;800;3.39;2708.48;0.00001;0.008;0.00001;0.008;54.17
0;4579;212;2340;36.00;84240.00;0.468;1095.12;0.46792;1094.9328;1684.80
0;4579;873;520;11.27;5858.22;1.06507;553.8364;1.09007;566.8364;117.16
0;4579;874;300;8.24;2472.51;1.04179;312.537;1.05839;317.517;49.45
0;4579;465;1980;14.62;28944.63;0.1034;204.732;0.1034;204.732;578.89
0;4580;774;228;24.80;5654.40;2;456;2;456;113.09
0;4583;184;150;1.13;169.50;0.007;1.05;0.013;1.95;3.39
0;4583;185;150;1.13;169.50;0.007;1.05;0.0136;2.04;3.39
0;4583;499;648;29.70;19248.26;0.771;499.608;0.771;499.608;384.97
0;4586;1042;192;51.11;9812.64;0.0004;0.0768;1.3124;251.9808;196.25
0;4587;41;2475;7.24;17909.35;0.29679;734.55525;0.29679;734.55525;358.19
0;4587;42;2475;10.27;25427.90;0.27579;682.58025;0.27579;682.58025;508.56
0;4587;76;5100;3.86;19680.39;1.02626;5233.926;1.02626;5233.926;393.61
0;4587;115;5100;3.86;19680.39;1.02626;5233.926;1.02626;5233.926;393.61
0;4588;5;40;30.00;1200.00;2;80;2;80;24.00
0;4588;1376;10;200.00;2000.00;1;10;1;10;40.00
0;4588;394;2;50.00;100.00;1;2;1;2;2.00
0;4590;5;1;30.00;30.00;2;2;2;2;0.60
0;4591;467;1224;7.11;8701.17;1.0625;1300.5;1.08895;1332.8748;174.02
0;4592;774;34;24.80;843.20;2;68;2;68;16.86
0;4593;1302;160;17.79;2846.46;0.125;20;1.125;180;56.93
0;4594;774;2;24.80;49.60;2;4;2;4;0.99
0;4596;1191;1188;30.18;35853.84;0.96;1140.48;0.96;1140.48;717.08
0;4600;1042;224;51.11;11448.08;0.0004;0.0896;1.3124;293.9776;228.96
0;4601;1042;224;51.11;11448.08;0.0004;0.0896;1.3124;293.9776;228.96
0;4602;1042;224;51.11;11448.08;0.0004;0.0896;1.3124;293.9776;228.96
0;4603;499;360;29.70;10693.48;0.771;277.56;0.771;277.56;213.87
0;4605;667;30000;0.25;7605.00;0;0;0;0;152.10
0;4605;667;6200;0.25;1571.70;0;0;0;0;31.43
0;4606;181;600;1.91;1146.54;0.035;21;0.0426;25.56;22.93
0;4606;621;1800;1.28;2300.22;0.0087;15.66;0.0103;18.54;46.00
0;4606;463;3000;0.69;2073.30;0.007;21;0.009;27;41.47
0;4608;5;14;35.00;490.00;2;28;2;28;9.80
0;4609;41;1485;7.24;10745.61;0.29679;440.73315;0.29679;440.73315;214.91
0;4609;42;1485;10.27;15256.74;0.27579;409.54815;0.27579;409.54815;305.13
0;4610;1376;6;200.00;1200.00;1;6;1;6;24.00
0;4611;37;495;7.21;3570.63;0.29679;146.91105;0.29679;146.91105;71.41
0;4611;39;495;10.25;5075.93;0.27679;137.01105;0.27679;137.01105;101.52
0;4612;1000;1;57.25;57.25;0.00073;0.00073;1.06733;1.06733;1.15
0;4613;1376;2;200.00;400.00;1;2;1;2;8.00
0;4614;182;1200;2.46;2957.52;0.0583;69.96;0.0663;79.56;59.15
0;4614;183;1000;0.57;571.40;0.007;7;0.00786;7.86;11.43
0;4614;211;960;1.61;1548.19;0.008;7.68;0.00884;8.4864;30.96
0;4614;855;144;8.78;1264.46;1.04218;150.07392;1.05878;152.46432;25.29
0;4614;873;280;11.27;3154.42;1.06507;298.2196;1.09007;305.2196;63.09
0;4614;464;2000;0.86;1714.00;0.007;14;0.0075;15;34.28
0;4614;465;1980;14.62;28944.63;0.1034;204.732;0.1034;204.732;578.89
0;4615;774;34;24.80;843.20;2;68;2;68;16.86
0;4615;5;18;35.00;630.00;2;36;2;36;12.60
0;4616;499;288;29.70;8554.78;0.771;222.048;0.771;222.048;171.10
0;4618;609;8250;0.19;1567.50;1;8250;1;8250;31.35
0;4619;37;2475;7.21;17853.17;0.29679;734.55525;0.29679;734.55525;357.06
0;4619;39;2475;10.25;25379.64;0.27679;685.05525;0.27679;685.05525;507.59
0;4621;247;960;14.14;13574.40;0.308;295.68;0.308;295.68;271.49
0;4621;248;750;3.55;2662.50;0.065;48.75;0.065;48.75;53.25
0;4621;246;980;7.38;7232.40;0.144;141.12;0.144;141.12;144.65
0;4621;250;2000;0.17;340.00;0.00288;5.76;0.00338;6.76;6.80
0;4621;252;2000;0.17;340.00;0.00188;3.76;0.00238;4.76;6.80
0;4621;249;470;2.29;1076.30;0.003;1.41;0.003;1.41;21.53
0;4622;1000;1;57.25;57.25;0.00073;0.00073;1.06733;1.06733;1.15
0;4623;415;1870;5.50;10285.00;1;1870;1;1870;205.70
0;4626;1030;230;19.17;4408.18;0.00015;0.0345;1.08345;249.1935;88.16
0;4626;1031;230;19.17;4408.18;0.00015;0.0345;1.08345;249.1935;88.16
0;4628;667;54000;0.25;13689.00;0;0;0;0;273.78
0;4628;722;4100;0.26;1063.54;0.00483;19.803;0.00483;19.803;21.27
0;4628;723;35000;0.39;13681.50;0;0;0;0;273.63
0;4631;415;2419;5.50;13304.50;1;2419;1;2419;266.09
0;4632;41;990;7.24;7163.74;0.29679;293.8221;0.29679;293.8221;143.27
0;4632;42;990;10.27;10171.16;0.27579;273.0321;0.27579;273.0321;203.42
0;4635;1218;100;2.50;250.00;0.80765;80.765;0.80765;80.765;5.00
0;4635;1223;50;2.50;125.00;1.02;51;1.02;51;2.50
0;4635;1239;5;2.45;12.25;0.695;3.475;0.695;3.475;0.25
0;4635;1252;7;3.10;21.70;1.068;7.476;1.068;7.476;0.43
0;4635;1256;60;3.00;180.00;1.255;75.3;1.255;75.3;3.60
0;4635;1259;100;2.52;252.00;1.074;107.4;1.074;107.4;5.04
0;4635;1260;100;2.25;225.00;0.976;97.6;0.976;97.6;4.50
0;4635;1261;40;2.75;110.00;0.399;15.96;0.399;15.96;2.20
0;4635;1263;90;3.00;270.00;1.05;94.5;1.05;94.5;5.40
0;4636;170;8800;1.27;11200.64;0.01836;161.568;0.01836;161.568;224.01
0;4636;171;8800;1.27;11200.64;0.01836;161.568;0.01836;161.568;224.01
0;4636;123;3600;4.42;15897.60;0.02258;81.288;0.02258;81.288;317.95
0;4636;71;5100;3.86;19680.39;1.02626;5233.926;1.02626;5233.926;393.61
0;4636;75;5100;3.86;19680.39;1.02626;5233.926;1.02626;5233.926;393.61
0;4637;5;135;30.00;4050.00;2;270;2;270;81.00
0;4637;394;7;50.00;350.00;1;7;1;7;7.00
0;4638;212;2730;36.00;98280.00;0.468;1277.64;0.46792;1277.4216;1965.60
0;4638;873;720;11.27;8111.38;1.06507;766.8504;1.09007;784.8504;162.23
0;4638;874;720;8.24;5934.02;1.04179;750.0888;1.05839;762.0408;118.68
0;4638;1290;1500;8.75;13119.00;0.19;285;0.1843;276.45;262.38
0;4639;774;290;24.80;7192.00;2;580;2;580;143.84
0;4640;1191;1092;30.18;32956.56;0.96;1048.32;0.96;1048.32;659.13
0;4643;41;990;7.24;7163.74;0.29679;293.8221;0.29679;293.8221;143.27
0;4643;42;990;10.27;10171.16;0.27579;273.0321;0.27579;273.0321;203.42
0;4644;1376;4;200.00;800.00;1;4;1;4;16.00
0;4648;181;480;1.91;917.23;0.035;16.8;0.0426;20.448;18.34
0;4648;621;1800;1.28;2300.22;0.0087;15.66;0.0103;18.54;46.00
0;4648;463;3000;0.69;2073.30;0.007;21;0.009;27;41.47
0;4649;5;13;35.00;455.00;2;26;2;26;9.10
0;4650;594;555;12.70;7049.67;0.1805;100.1775;1.1805;655.1775;140.99
0;4650;595;555;12.70;7049.67;0.1805;100.1775;1.1805;655.1775;140.99
0;4652;665;9450;0.39;3724.25;0.00017;1.6065;0.00017;1.6065;74.48
0;4652;664;95000;0.25;23417.50;0;0;0;0;468.35
0;4653;1428;156;31.02;4839.45;0.79;123.24;0.79;123.24;96.79
0;4656;609;8250;0.19;1567.50;1;8250;1;8250;31.35
0;4657;247;1280;14.14;18099.20;0.308;394.24;0.308;394.24;361.98
0;4657;248;1500;3.55;5325.00;0.065;97.5;0.065;97.5;106.50
0;4657;246;1274;7.38;9402.12;0.144;183.456;0.144;183.456;188.04
0;4657;250;2000;0.17;340.00;0.00288;5.76;0.00338;6.76;6.80
0;4657;252;2000;0.17;340.00;0.00188;3.76;0.00238;4.76;6.80
0;4657;249;1410;2.29;3228.90;0.003;4.23;0.003;4.23;64.58
0;4658;184;750;1.13;847.50;0.007;5.25;0.013;9.75;16.95
0;4658;185;750;1.13;847.50;0.007;5.25;0.0136;10.2;16.95
0;4658;499;360;29.70;10693.48;0.771;277.56;0.771;277.56;213.87
0;4659;162;180;1.21;218.34;0.036;6.48;0.536;96.48;4.37
0;4659;163;180;1.21;218.34;0.036;6.48;0.536;96.48;4.37
0;4661;5;2;30.00;60.00;2;4;2;4;1.20
0;4661;394;1;50.00;50.00;1;1;1;1;1.00
0;4663;171;4400;1.27;5600.32;0.01836;80.784;0.01836;80.784;112.01
0;4663;123;4800;4.42;21196.80;0.02258;108.384;0.02258;108.384;423.94
0;4663;71;5100;3.86;19680.39;1.02626;5233.926;1.02626;5233.926;393.61
0;4663;75;5100;3.86;19680.39;1.02626;5233.926;1.02626;5233.926;393.61
0;4664;5;80;30.00;2400.00;2;160;2;160;48.00
0;4664;394;4;50.00;200.00;1;4;1;4;4.00
0;4665;189;150;4.47;670.50;0.068;10.2;1.068;160.2;13.41
0;4665;190;150;4.47;670.50;0.102;15.3;1.102;165.3;13.41
0;4665;499;360;29.70;10693.48;0.771;277.56;0.771;277.56;213.87
0;4666;41;2475;7.24;17909.35;0.29679;734.55525;0.29679;734.55525;358.19
0;4666;42;2475;10.27;25427.90;0.27579;682.58025;0.27579;682.58025;508.56
0;4667;1376;10;200.00;2000.00;1;10;1;10;40.00
0;4668;594;405;12.70;5144.35;0.1805;73.1025;1.1805;478.1025;102.89
0;4668;595;405;12.70;5144.35;0.1805;73.1025;1.1805;478.1025;102.89
0;4671;1428;156;28.66;4470.80;0.79;123.24;0.79;123.24;89.42
0;4685;210;960;2.93;2815.97;0.01078;10.3488;0.01538;14.7648;56.32
0;4685;212;780;36.00;28080.00;0.468;365.04;0.46792;364.9776;561.60
0;4685;873;680;11.27;7660.74;1.06507;724.2476;1.09007;741.2476;153.21
0;4685;874;960;8.24;7912.03;1.04179;1000.1184;1.05839;1016.0544;158.24
0;4685;1290;750;8.75;6559.50;0.19;142.5;0.1843;138.225;131.19
0;4686;774;116;24.80;2876.80;2;232;2;232;57.54
0;4686;5;6;35.00;210.00;2;12;2;12;4.20
0;4687;171;8800;1.27;11200.64;0.01836;161.568;0.01836;161.568;224.01
0;4687;41;1485;7.24;10745.61;0.29679;440.73315;0.29679;440.73315;214.91
0;4687;42;1485;10.27;15256.74;0.27579;409.54815;0.27579;409.54815;305.13
0;4687;486;1400;9.47;13262.06;1.05616;1478.624;1.05616;1478.624;265.24
0;4687;489;1400;9.47;13262.06;1.05616;1478.624;1.05616;1478.624;265.24
0;4688;176;4500;0.94;4212.00;0.014;63;0.016;72;84.24
0;4689;5;9;35.00;315.00;2;18;2;18;6.30
0;4689;394;1;35.00;35.00;1;1;1;1;0.70
0;4690;5;60;30.00;1800.00;2;120;2;120;36.00
0;4690;1376;6;200.00;1200.00;1;6;1;6;24.00
0;4690;394;4;50.00;200.00;1;4;1;4;4.00
0;4693;210;720;2.93;2111.98;0.01078;7.7616;0.01538;11.0736;42.24
0;4695;5;3;35.00;105.00;2;6;2;6;2.10
0;4710;256;840;1.67;1401.88;0.0165;13.86;0.0212;17.808;28.04
0;4710;184;300;1.13;339.00;0.007;2.1;0.013;3.9;6.78
0;4710;185;300;1.13;339.00;0.007;2.1;0.0136;4.08;6.78
0;4710;1428;156;28.66;4470.80;0.79;123.24;0.79;123.24;89.42
0;4712;30;8;1.00;8.00;1;8;2;16;0.16
0;4713;464;2000;0.86;1714.00;0.007;14;0.0075;15;34.28
